file_type|column_name|column_type|column_length|encoding|sort_key|dist_key|null|system_column|identity_column|default_column
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_5|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_6|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_7|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_8|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_9|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_10|varchar|20|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|SESSION_ID|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|VISITOR_ID|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|ADOBEWEBATTRIBUTE1|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|CAMPAIGN_DESCRIPTION|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|ADOBEWEBATTRIBUTE2|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_16|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_17|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_18|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_19|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_EMAIL_INTERACTIONS_tmp|FILLER_20|varchar|50|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|mzb_indiv_id|numeric(10, 0)|NA|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|familyid|varchar|12|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|locationid|varchar|12|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|individualid|varchar|12|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|lemsmatchcode|varchar|18|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|streetpredirectional|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|streetsuffix|varchar|4|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|streetpostdirectional|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|unittype|varchar|4|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|unitnumber|varchar|8|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|routetype|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|routenumber|varchar|3|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|addresstype|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|postalstate|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|postalcounty|varchar|3|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|deliverypoint|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|deliverypointcheckdigit|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|carrierroute|varchar|4|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|titlecode|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|birthdate|varchar|6|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|spouseindicator|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|age|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|numberoftradelines|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_travel_entertainmnt|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_bank|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_premium_bank|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_retail|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_oil|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_specialy_retail|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_upscale_retail|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|creditcard_finance|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_maritalstatus|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_donotmailflag|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_workathomeflag|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_deceasedflag|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|fulfillmentflag|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|politicalparty|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_vendorethnicity|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_vendorethnicgroup|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_vendorlanguage|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_vendorreligion|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_general_apparel|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_mens|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_womens|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_accessories|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_mens_fashion|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_womens_fashion|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_apparel_kids|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_children_family|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_publish_books|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_publications|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_books_nonfiction|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_books_science_fiction|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_music|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_electionics|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_automotive|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_computers|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_cooking|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_gormet|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_general_crafts|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_crocheting|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_knitting|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_needlepoint|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_quilting|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_sewing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_home_decorating|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_dieting|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_internet|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hightech|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_culture_arts|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_general_travel|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_travel_cruises|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_travel_rv|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_travel_us|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_charitable_donor|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_wildlife|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_fitness_exercise|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_general_health|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_gambling|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_golf|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_do_it_yourselfer|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_personal_finance|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_magazine_subscriber|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_gardening|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_outdoors|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hunting_fishing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_boating_sailing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_camping_hiking|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_fishing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hunting|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_pets|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_cats|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_dogs|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_photography|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_photo_processing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_collectibles|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_money_making|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_sweepstakes|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_african_amer_ethnic|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_american_history|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_baseball|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_basketball|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_bible|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_birds|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_business_items|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_college|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_current_events|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_personalized_products|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_horses|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_football|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_gift_giver|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hispanic_ethnic_prdcts|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hobbies|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_hockey|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_humor|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_inspirational|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_motorcycles|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_ocean|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_rural_farming|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_general_sports|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_stationery|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_movies|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_seniors|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_aviation|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_credit_card_user|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_beauty_cosmetic|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_asian_ethnic_products|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_science|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_tobacco|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_bargain_seekers|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_catalogs|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_auto_racing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_trucks|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_home_office_products|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_political_conservative|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_games|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_history|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_liberal|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_skiing|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_soccer|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ind_lhi_tennis|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|standardizedaddress|varchar|30|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|standardizedcitystzip|varchar|30|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|uspsdeliveryservicetype|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|lengthofresidence|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|age0_3|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|age4_7|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|age8_12|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|age13_17|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage0_5|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage0_11|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage0_17|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage6_11|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage12_17female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage12_17male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage12_17|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage18_24female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage18_24male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage18_34female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage18_34male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage18_44female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage25_34female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage25_34male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage35_44female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage35_44male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage35_54female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage35_54male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage45_54female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage45_54male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage50plus|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage55_64female|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage55_64male|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|markettargetage65plus|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|householdsize1_2|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|householdsize3plus|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|householdmembercount|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|numberofadults|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|presenceofchildren|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|numberofchildren|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|childrenbygender|varchar|18|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|childrenbymonth|varchar|18|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|numberofsurnames|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|purchasingpowerincome|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|findincome|varchar|6|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|sesi|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|expendableincomerank|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|hohagecode|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ownrent|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|homeownersource|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|homeagesource|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|homeequityestimate|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|femaleoccupation|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|maleoccupation|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|grandparentinhouse|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|mailresponsivecurrent|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|mailresponsiveever|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|mailresponsiverecent|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|catowner|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|dogowner|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|mailorderbuyerflag|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|donorcode|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|donor_health|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|donor_political|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|donor_religious|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|donor_environmental|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|stocksorbonds|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|internetusage|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|potentialinvestorconsumer|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|subfamilyindicator|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|activeconsumer|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|lor_mid|numeric(11, 4)|NA|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|find_mid|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|dmhightechhousehold|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|congressionaldistrict|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|wealthfinder|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|recencydate|varchar|6|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|findr|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|findc|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|csi_raw_score|varchar|3|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|homeage|varchar|3|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|ppi|varchar|6|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|second_property_ind|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|heavy_internet_user|varchar|2|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|books_music_interest|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|car_buff|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|childrens_products_interest|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|collectibles_interest|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|computer_owner|varchar|1|ZSTD|n|n|y|n|n|n
TBMZB_INDIV_INFOGROUP_LIST|electronics_interest|varchar|1|ZSTD|n|n|y|n|n|n
